"id","name","specialization","degree","hospital_name","link"
969,"Dr. Sujeet Kumar","Medical Oncology 
                                                    Cancer Care","DM Clinical Hematology SGPGI Lucknow,
EHA Certification in Hematology European Hematology Association,
MD SGPGI Lucknow,
MBBS NRS Medical College, Kolkata","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/medical-oncology/doctor/dr-sujeet-kumar"
970,"Dr. Neeraj Rastogi","Radiation Oncology 
                                                    Cancer Care","MD Radiotherapy King Georges’ Medical College, Lucknow,
MBBS King Georges’ Medical College, Lucknow","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/oncology/doctor/dr-neeraj-rastogi"
971,"Dr. Neeraj Rastogi","Radiation Oncology 
                                                    Cancer Care","MD Radiotherapy King Georges’ Medical College, Lucknow,
MBBS King Georges’ Medical College, Lucknow","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/radiation-oncology/doctor/dr-neeraj-rastogi"
972,"Ms. Parul Yadav","Dietetics and Nutrition","M.Sc Food Science & Technology  Ch. Devi Lal University, Sirsa
PG Diploma in Dietetics & Public Health Nutrition IGNOU, New Delhi","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/dietetics-and-nutrition/doctor/ms-parul-yadav"
973,"Dr. Mala Sinha","Gynae-Oncology 
                                                    Cancer Care","DrNB Gynec Oncology Fortis Memorial Research Institute, GURUGRAM,
DNB Obstetrics and Gynecology DDU Hospital, New Delhi,
D.G.O RIMS, Ranchi,
MBBS PMCH, Dhanbad","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/oncology/doctor/dr-mala-sinha"
974,"Dr. Mala Sinha","Gynae-Oncology 
                                                    Cancer Care","DrNB Gynec Oncology Fortis Memorial Research Institute, GURUGRAM,
DNB Obstetrics and Gynecology DDU Hospital, New Delhi,
D.G.O RIMS, Ranchi,
MBBS PMCH, Dhanbad","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/gynae-oncology/doctor/dr-mala-sinha"
975,"Dr. Anshul Agrawal","Renal Care","DrNB (Urology) Muljibhai Patel Urological Hospital (MPUH) Gujrat,
M.S. (General Surgery) & MBBS from MGM Medical College Indore","Medanta, IN","https://www.medanta.org/hospitals-near-me/indore-hospital/speciality/urology-nephrology/doctor/dr-anshul-agrawal"
976,"Dr. Rahul Jaiswal","Neonatology & Child Development Center 
                                                    Paediatric Care","PDCC NEONATOLOGY Sgpgims,
IPPN Boston University,
MD PEDIATRICS MLNMC, PRAYAGRAJ, KGMU LUCKNOW,
DNB PEDIATRICS NBE, NEW DELHI","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/paediatrics/doctor/dr-rahul-jaiswal"
977,"Dr. Rahul Jaiswal","Neonatology & Child Development Center 
                                                    Paediatric Care","PDCC NEONATOLOGY Sgpgims,
IPPN Boston University,
MD PEDIATRICS MLNMC, PRAYAGRAJ, KGMU LUCKNOW,
DNB PEDIATRICS NBE, NEW DELHI","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neonatology/doctor/dr-rahul-jaiswal"
978,"Dr. Kavish Kumar Chaurasia","Radiology & Imaging","DM (Neuroimaging and Interventional Radiology) - National Institute of Mental Health and Neurosciences (NIMHANS),
Post-Doctoral Fellowship in Neuro & Vascular Interventional Radiology-  All India Institute of Medical Sciences (AIIMS), Jodhpur,
DNB Radiodiagnosis- MNAMS	National Board of Examinations,
European Diploma in Radiology (EDiR) Diplomate of ICRI -European Society of Radiology,
MD radiodiagnosis -JN Medical College  AMU, Aligarh
MBBS - JN Medical College AMU, Aligarh","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/radiology/doctor/dr-kavish-kumar-chaurasia"
979,"Dr. Sangeet Sahai","Cardiac Care","DM - Cardiology - AIIMS Delhi,
MD - Internal Medicine  & MBBS from- Maulana Azad Medical College - Delhi,","Medanta, IN","https://www.medanta.org/hospitals-near-me/south-delhi/speciality/cardiology/doctor/dr-sangeet-sahai"
980,"Dr. Shyamendra Pratap Sharma","Paediatric Care","POST DOCTORAL FELLOWSHIP (PEDIATRIC GASTRO SURGERY) SGPGIMS, LUCKNOW,
M.Ch.( PEDIATRIC SURGERY)	IMS, BHU, VARANASI,
MS(GENERAL SURGERY)	MLNMC, KGMU, LUCKNOW,
MBBS	BRDMC, GORAKHPUR","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/paediatrics/doctor/dr-shyamendra-pratap-sharma"
981,"Dr. Rajiv Ranjan","Plastic, Aesthetic and Reconstructive Surgery","M.Ch.(PLASTIC SURGERY) PMCH, Patna
DNB Gen. Suregery MCDH, New Delhi,
MBBS YSMU","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/plastic-surgery/doctor/dr-rajiv-ranjan"
982,"Dr. Charu Chaudhary","Ophthalmology","Fellowship Vitreo Retina Surgery Aravind Eye Hospitals,
M.S (Ophthalmology) Himalayan Institute Of Medical Sciences, 
MBBS SRMS Bareilly","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/ophthalmology/doctor/dr-charu-chaudhary"
983,"Dr. Ashish Kumar Bansal","GI Surgery 
                                                    Gastrosciences","MCh Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow, India,
MS	M.P. Shah Medical College, Jamnagar. India,
MBBS	M.P. Shah Medical College,Jamnagar. India","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gastroenterology/doctor/dr-ashish-kumar-bansal"
984,"Dr. Ashish Kumar Bansal","GI Surgery 
                                                    Gastrosciences","MCh Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow, India,
MS	M.P. Shah Medical College, Jamnagar. India,
MBBS	M.P. Shah Medical College,Jamnagar. India","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gi-surgery/doctor/dr-ashish-kumar-bansal"
985,"Dr. Jitendra Mishra","Clinical & Preventive Cardiology 
                                                    Cardiac Care","Postgraduate Diploma in Preventive Cardiology (University of South Wales Cardiff UK),
DNB Cardiology Training (SSIHMS Prashanthigram, Andhra Pradesh),
M.D. Medicine (KGMC Lucknow),
M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-jitendra-mishra"
986,"Dr. Jitendra Mishra","Clinical & Preventive Cardiology 
                                                    Cardiac Care","Postgraduate Diploma in Preventive Cardiology (University of South Wales Cardiff UK),
DNB Cardiology Training (SSIHMS Prashanthigram, Andhra Pradesh),
M.D. Medicine (KGMC Lucknow),
M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/clinical-preventive/doctor/dr-jitendra-mishra"
987,"Dr. Monica Narayan","Gynaecology, Gynaeoncology & Obstetrics","FMAS	WALS,
DNB- OBSTETRICS & GYNAECOLOGY	VPIMS-LUCKNOW,
DGO	PMCH -PATNA,
MBBS	RIMS -RANCHI,","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gynaecology/doctor/dr-monica-narayan"
988,"Dr. Narendra Kumar","Internal Medicine","Post Graduation in Internal Medicine Lady Hardinge Medical College,
MBBS DMCH, Darbhanga","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/internal-medicine/doctor/dr-narendra-kumar"
989,"Dr. Devender Sharma","Medical Oncology 
                                                    Cancer Care","MD - Internal Medicine, 
Fellowship in pain and palliative care, 
Certificate course in clinical research,","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-devender-sharma"
990,"Dr. Devender Sharma","Medical Oncology 
                                                    Cancer Care","MD - Internal Medicine, 
Fellowship in pain and palliative care, 
Certificate course in clinical research,","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/medical-oncology/doctor/dr-devender-sharma"
991,"Dr. Vishesh Sharma","Cardiac Surgery 
                                                    Cardiac Care","MCH UN MEHTA INSTITUTE OF CARDIOLOGY AND RESEARCH CENTER
AHMEDABAD Gujrat University,
MS NHLMMC Gujrat University, 
MBBS KMC Mangalore","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-vishesh-sharma"
992,"Dr. Vishesh Sharma","Cardiac Surgery 
                                                    Cardiac Care","MCH UN MEHTA INSTITUTE OF CARDIOLOGY AND RESEARCH CENTER
AHMEDABAD Gujrat University,
MS NHLMMC Gujrat University, 
MBBS KMC Mangalore","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-vishesh-sharma"
993,"Dr. Sourav Shukla","Orthopaedics","MS Orthopaedics MLB Medical College Jhansi,
MRCS Edinburg Royal college of surgeons of Edinburgh,
MBBS GSVM Medical College Kanpur","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/orthopaedics/doctor/dr-sourav-shukla"
994,"Dr. Ashish Baweja","Rheumatology and Immunology","DM- Clinical Immunology & Rheumatology	All India Institute Of Medical Sciences- Rishikesh,
MD- Internal Medicine	-University College Of Medical Sciences And Guru Teg Bahadur Hospital University Of Delhi, 
MBBS - University College Of Medical Sciences And Guru Teg Bahadur Hospital University Of Delhi","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/clinical-immunology-and-rheumatology/doctor/dr-ashish-baweja"
995,"Dr. Shipra Dwivedi","Gynaecology, Gynaeoncology & Obstetrics","Fellowship – Fetal Medicine Bangalore Fetal Medicine Centre- Bengaluru, Karnataka,
M.S. – Obstetrics And Gynecology Institute Of Medical Sciences - Banaras
Hindu University Varanasi U.P. India,
M.B.B.S	Institute Of Medical Sciences- Banaras Hindu University- Varanasi, U.P. India","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gynaecology/doctor/dr-shipra-dwivedi"
996,"Dr. Rajan Kumar","Critical Care","MD ( Anaesthesia ) ANAESTHESIA Dr DY Patil Vidyapeeth Pune,
MBBS Kempe Gowda Institute Of Medical Sciences ( K.I.M.S ) Bangalore","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-rajan-kumar"
997,"Dr. Ambuj Mishra (PT)","Critical Care","BPT, MPT, MIAP, MHSCP, NESTA (USA)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/critical-care/doctor/dr-ambuj-mishra-pt"
998,"Dr. Mitiksha Shahani Talwar","Dentistry","MDS- Orthodontics and Dentofacial Orthopedics Sudha Rustagi
college of dental science and research- Faridabad, 
BDS Manipal College of Dental Sciences Mangalore,
Fellowship of academy of general education (FAGE) Manipal university","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/dentistry/doctor/dr-mitiksha-shahani-talwar"
999,"Dr. Priyanka Kumari","Gynaecology","D.N.B ( Obstetrics & Gynecology) Tiruvalla Medical Mission Hospital, Tiruvalla,
M.B.B.S R.I.M.S, Ranchi","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/gynaecology/doctor/dr-priyanka-kumari"
1000,"Dr. Manmeet Singh","Urology 
                                                    Renal Care","M.Ch Department of Urology & Renal Transplant SGPGIMS, Lucknow,
MS (General Surgery), GSVM Medical College, Kanpur,
MBBS, LLRM Medical College, Merrut","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/urology-nephrology/doctor/dr-manmeet-singh"
1001,"Dr. Manmeet Singh","Urology 
                                                    Renal Care","M.Ch Department of Urology & Renal Transplant SGPGIMS, Lucknow,
MS (General Surgery), GSVM Medical College, Kanpur,
MBBS, LLRM Medical College, Merrut","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/urology/doctor/dr-manmeet-singh"
1002,"Dr. Ravi Kant Thakur","Gastroenterology 
                                                    Gastrosciences","DM gastroenterology BANARAS HINDU UNIVERSITY (BHU), VARANASI,
M.D. General Medicine Maulana Azad Medical College, New Delhi,
M.B.B.S UNIVERSITY COLLEGE OF MEDICAL SCIENCES & GTB HOSPITAL, New Delhi","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/gastroenterology/doctor/dr-ravi-kant-thakur"
1003,"Dr. Ravi Kant Thakur","Gastroenterology 
                                                    Gastrosciences","DM gastroenterology BANARAS HINDU UNIVERSITY (BHU), VARANASI,
M.D. General Medicine Maulana Azad Medical College, New Delhi,
M.B.B.S UNIVERSITY COLLEGE OF MEDICAL SCIENCES & GTB HOSPITAL, New Delhi","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/digestive-and-hepatobiliary/doctor/dr-ravi-kant-thakur"
1004,"Dr. Priyanka Krishna","Diabetes Care","DrNB Endocrinology Kokilaben Dhirubhai Ambani Hospital Mumbai,
M.D. General Medicine Maulana Azad Medical College New Delhi,
M.B.B.S Lady Hardinge Medical College, New Delhi","Medanta, IN","https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/endocrinology-diabetology/doctor/dr-priyanka-krishna"
1005,"Dr. Imran Ahmad Khan","Urology 
                                                    Renal Care","MCh . ( Urology and Renal Transplant )	R G kar Medical College, Kolkata,	
MS ( General Surgery )	Govt Medical College, Surat,
MBBS 	SMIMER, Surat","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/urology-nephrology/doctor/dr-imran-ahmad-khan"
1006,"Dr. Imran Ahmad Khan","Urology 
                                                    Renal Care","MCh . ( Urology and Renal Transplant )	R G kar Medical College, Kolkata,	
MS ( General Surgery )	Govt Medical College, Surat,
MBBS 	SMIMER, Surat","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/urology/doctor/dr-imran-ahmad-khan"
1007,"Dr. Manish Khattar","Urology 
                                                    Renal Care","MCh Urology	AIIMS Delhi,
MS General Surgery	AIIMS Delhi,
MBBS	AIIMS Delhi","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/urology-nephrology/doctor/dr-manish-khattar"
1008,"Dr. Manish Khattar","Urology 
                                                    Renal Care","MCh Urology	AIIMS Delhi,
MS General Surgery	AIIMS Delhi,
MBBS	AIIMS Delhi","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/urology/doctor/dr-manish-khattar"
1009,"Dr. Preeti Singh","Dentistry","Fellowship in Prosthodontics & Dental Oncology (Onco-dentistry)	Tata Memorial Hospital (TMH)
MDS Prosthodontics	SPPGIDMS Lucknow
BDS	RGUHS, Bengaluru","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/dentistry/doctor/dr-preeti-singh"
1010,"Dr. Yogesh Jain","Orthopaedics","MBBS	IMS BHU,
MS ORTHO	IMS BHU,
Fellowship in knee and shoulder Surgeries	Max Saket New Delhi","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/orthopaedics/doctor/dr-yogesh-jain"
1011,"Dr. Ambica Tandon","Diabetes Care","DM Endocrinology	SGPGIMS, Lucknow
MD Medicine	UCMS, New Delhi
MBBS	LHMC, New Delhi","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/endocrinology-diabetology/doctor/dr-ambica-tandon"
1012,"Dr. Sourav Kumar Mishra","Cardiology 
                                                    Cardiac Care","DM CARDIOLOGY SGPGIMS,
MD MEDICINE PMCH,
MBBS NRSMCH","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiology/doctor/dr-sourav-kumar-mishra"
